annotator,fallacy,id,lead_time,main_tweet,new_id,posterior_context,previous_context,updated_at,Ad Hominem,Appeal to Fear,Appeal to Ridicule,False Dilemma,Hasty Generalization,Loaded Language,None of the above,component_id
1,['Loaded Language'],5774,32.36,"[main_tweet] [user2008]: @user @user The replies to the Health Ministery post are all very negative. I get tempted to try to make this people see the light, but I am done with that. It is useless. These people are blinded bybpolitics and by unescrupulous and/or idiotic MDs. 
 ",59967,,"[context] [user2008]: @user @user The MD/murderer who authored that stduy (currently facing investifations) is conskdered the main espcialiat on Covid in the state. 
  [context] [user2008]: @user @user Meanwhile, in the neihhbour state of Para, early treatment is way more widespread. Its capital Belem is the city with nost links to Manaus. The new variant is already there, for sure. Yet, the epidemic is under control there., at leaar for now. 
  ",2024-02-29T10:16:15.178282Z,0,0,0,0,0,1,0,
1,['None of the above'],5775,6.145,"[main_tweet] [user137807]: @user @user Would you have any detailed studies about Manaus? 
 ",71285," [context] [user2008]: @user @user Here you can find the daily report from the state. 
 ",,2024-02-29T10:16:23.122583Z,0,0,0,0,0,0,1,
1,['None of the above'],5776,4.359,"[main_tweet] [user2008]: @user @user Here you can find the daily report from the state. 
 ",59962,,"[context] [user137807]: @user @user Would you have any detailed studies about Manaus? 
  ",2024-02-29T10:16:27.774665Z,0,0,0,0,0,0,1,
1,['None of the above'],5777,36.987,"[main_tweet] [user29090]: Brazil looking better and better 🤔😊 
 ",187977," [context] [user61648]: @user When doctors do not use the medication available. 
 ","[context] [user27977]: The Brazilian Federal Government has launched an app for healthcare professionals that promotes early treatment of Covid-19 with ivermectin, doxycycline, hydroxychloroquine, chloroquine and azithromycin. 
  [context] [user137807]: @user Hi, what is it told in the ""NOVIDADE EM MANAUS"" section of the article? I cannot speak Portuguese :) 
  ",2024-02-29T10:17:05.039166Z,0,0,0,0,0,0,1,
1,['None of the above'],5778,5.82,"[main_tweet] [user61648]: @user When doctors do not use the medication available. 
 ",98336,,"[context] [user85877]: This reporter (Sara Snider) broke down crying from what she's been seeing at California hospitals. Take 2 minutes. Worth it... 
  [context] [user27977]: The Brazilian Federal Government has launched an app for healthcare professionals that promotes early treatment of Covid-19 with ivermectin, doxycycline, hydroxychloroquine, chloroquine and azithromycin. 
  [context] [user137807]: @user Hi, what is it told in the ""NOVIDADE EM MANAUS"" section of the article? I cannot speak Portuguese :) 
  [context] [user29090]: Brazil looking better and better 🤔😊 
  ",2024-02-29T10:17:11.169786Z,0,0,0,0,0,0,1,
1,['None of the above'],5779,207.263,"[main_tweet] [user5390]: What an interesting picture... in America, even the adults wear superman suits, like 6 year olds... 
 ",357016," [context] [user5390]: Hmm, he's probably a recent immigrant or son of such... everyone knows Americans can't run... 
  [context] [user5390]: The symbolism couldn't be greater, a sick nation, suffering its third wave of coronavirus without a respite in a touching of base, on the cusp of electing a sick old man in Bedridden to lead them... Trump is proven wrong that Americans want to be great 
 ",,2024-02-29T10:20:38.784228Z,0,0,0,0,0,0,1,
1,"['Appeal to Ridicule', 'Hasty Generalization']",5780,253.994,"[main_tweet] [user5390]: Hmm, he's probably a recent immigrant or son of such... everyone knows Americans can't run... 
 ",226834," [context] [user5390]: The symbolism couldn't be greater, a sick nation, suffering its third wave of coronavirus without a respite in a touching of base, on the cusp of electing a sick old man in Bedridden to lead them... Trump is proven wrong that Americans want to be great 
  [context] [user5390]: Khamenei is probably looking happier, but his is a mistaken assumption that things will be easier... Trump merely pressured you on jcpoa, the consequence of a Biden presidency, will be that the King of Kings will stymie his foreign policy, and take a stronger hand in your affairs 
 ","[context] [user5390]: What an interesting picture... in America, even the adults wear superman suits, like 6 year olds... 
  ",2024-04-08T14:45:54.029340Z,0,0,1,0,1,0,0,
1,"['Loaded Language', 'Ad Hominem']",5781,147.676,"[main_tweet] [user5390]: The symbolism couldn't be greater, a sick nation, suffering its third wave of coronavirus without a respite in a touching of base, on the cusp of electing a sick old man in Bedridden to lead them... Trump is proven wrong that Americans want to be great 
 ",327230," [context] [user5390]: Khamenei is probably looking happier, but his is a mistaken assumption that things will be easier... Trump merely pressured you on jcpoa, the consequence of a Biden presidency, will be that the King of Kings will stymie his foreign policy, and take a stronger hand in your affairs 
  [context] [user5390]: Trumpy is demanding a recount in Wisconsin... 
 ","[context] [user5390]: What an interesting picture... in America, even the adults wear superman suits, like 6 year olds... 
  [context] [user5390]: Hmm, he's probably a recent immigrant or son of such... everyone knows Americans can't run... 
  ",2024-04-08T14:47:30.891505Z,1,0,0,0,0,1,0,
1,"['Loaded Language', 'False Dilemma']",5782,411.397,"[main_tweet] [user5390]: Khamenei is probably looking happier, but his is a mistaken assumption that things will be easier... Trump merely pressured you on jcpoa, the consequence of a Biden presidency, will be that the King of Kings will stymie his foreign policy, and take a stronger hand in your affairs 
 ",259276," [context] [user5390]: Trumpy is demanding a recount in Wisconsin... 
  [context] [user5390]: But it is quite clear the election thus far greatly hinges on Arizona's 11 votes and Nevada's 6, without which Biden would still be short, and that state changed from Republican to Democrat no doubt partly due to latino migration and registration... 
 ","[context] [user5390]: Hmm, he's probably a recent immigrant or son of such... everyone knows Americans can't run... 
  [context] [user5390]: The symbolism couldn't be greater, a sick nation, suffering its third wave of coronavirus without a respite in a touching of base, on the cusp of electing a sick old man in Bedridden to lead them... Trump is proven wrong that Americans want to be great 
  ",2024-04-08T14:48:18.633492Z,0,0,0,1,0,1,0,
1,['None of the above'],5783,9.843,"[main_tweet] [user5390]: Trumpy is demanding a recount in Wisconsin... 
 ",344286," [context] [user5390]: But it is quite clear the election thus far greatly hinges on Arizona's 11 votes and Nevada's 6, without which Biden would still be short, and that state changed from Republican to Democrat no doubt partly due to latino migration and registration... 
  [context] [user5390]: The gap in Arizona is too large, but the 8,000 difference in votes in Nevada, if it does not grow, would be less than the er ... 14,000 fraudulent registrations from the latino community... which have gone to Biden... 
 ","[context] [user5390]: The symbolism couldn't be greater, a sick nation, suffering its third wave of coronavirus without a respite in a touching of base, on the cusp of electing a sick old man in Bedridden to lead them... Trump is proven wrong that Americans want to be great 
  [context] [user5390]: Khamenei is probably looking happier, but his is a mistaken assumption that things will be easier... Trump merely pressured you on jcpoa, the consequence of a Biden presidency, will be that the King of Kings will stymie his foreign policy, and take a stronger hand in your affairs 
  ",2024-02-29T10:32:23.602006Z,0,0,0,0,0,0,1,
1,['None of the above'],5784,127.664,"[main_tweet] [user5390]: But it is quite clear the election thus far greatly hinges on Arizona's 11 votes and Nevada's 6, without which Biden would still be short, and that state changed from Republican to Democrat no doubt partly due to latino migration and registration... 
 ",189295," [context] [user5390]: The gap in Arizona is too large, but the 8,000 difference in votes in Nevada, if it does not grow, would be less than the er ... 14,000 fraudulent registrations from the latino community... which have gone to Biden... 
  [context] [user5390]: Should Trump win Pennsylvania, still a possibility, it may be worth looking at this... all it would take is a cross reference to claimed job length and tax payments 
 ","[context] [user5390]: Khamenei is probably looking happier, but his is a mistaken assumption that things will be easier... Trump merely pressured you on jcpoa, the consequence of a Biden presidency, will be that the King of Kings will stymie his foreign policy, and take a stronger hand in your affairs 
  [context] [user5390]: Trumpy is demanding a recount in Wisconsin... 
  ",2024-02-29T10:34:31.575600Z,0,0,0,0,0,0,1,
1,['None of the above'],5785,142.807,"[main_tweet] [user5390]: The gap in Arizona is too large, but the 8,000 difference in votes in Nevada, if it does not grow, would be less than the er ... 14,000 fraudulent registrations from the latino community... which have gone to Biden... 
 ",323428," [context] [user5390]: Should Trump win Pennsylvania, still a possibility, it may be worth looking at this... all it would take is a cross reference to claimed job length and tax payments 
  [context] [user5390]: Whether the lawsuits against postal ballots come to anything or not... and they may do, as a system that cannot be 100% verified, is a system that is not about 100% of voters... where's democracy, if you accept a little cheating or fraud potential and a margin of victory is that? 
 ","[context] [user5390]: Trumpy is demanding a recount in Wisconsin... 
  [context] [user5390]: But it is quite clear the election thus far greatly hinges on Arizona's 11 votes and Nevada's 6, without which Biden would still be short, and that state changed from Republican to Democrat no doubt partly due to latino migration and registration... 
  ",2024-02-29T10:36:54.745375Z,0,0,0,0,0,0,1,
1,['None of the above'],5786,20.402,"[main_tweet] [user5390]: Should Trump win Pennsylvania, still a possibility, it may be worth looking at this... all it would take is a cross reference to claimed job length and tax payments 
 ",304746," [context] [user5390]: Whether the lawsuits against postal ballots come to anything or not... and they may do, as a system that cannot be 100% verified, is a system that is not about 100% of voters... where's democracy, if you accept a little cheating or fraud potential and a margin of victory is that? 
  [context] [user5390]: The fact is that the American political system, of hanging chads and postal surges, not to mention fake media and polls that were out by 15%... is in a state of meltdown, drowning in all the legitimacy that Wall St can throw at it... 
 ","[context] [user5390]: But it is quite clear the election thus far greatly hinges on Arizona's 11 votes and Nevada's 6, without which Biden would still be short, and that state changed from Republican to Democrat no doubt partly due to latino migration and registration... 
  [context] [user5390]: The gap in Arizona is too large, but the 8,000 difference in votes in Nevada, if it does not grow, would be less than the er ... 14,000 fraudulent registrations from the latino community... which have gone to Biden... 
  ",2024-02-29T10:37:15.469735Z,0,0,0,0,0,0,1,
1,['False Dilemma'],5787,32.74,"[main_tweet] [user5390]: Whether the lawsuits against postal ballots come to anything or not... and they may do, as a system that cannot be 100% verified, is a system that is not about 100% of voters... where's democracy, if you accept a little cheating or fraud potential and a margin of victory is that? 
 ",360249," [context] [user5390]: The fact is that the American political system, of hanging chads and postal surges, not to mention fake media and polls that were out by 15%... is in a state of meltdown, drowning in all the legitimacy that Wall St can throw at it... 
  [context] [user5390]: Let's talk about legitimacy or the lack of it... and leave for a while the shores of the Big Colonial Nation, for the tidings closer to home... 
 ","[context] [user5390]: The gap in Arizona is too large, but the 8,000 difference in votes in Nevada, if it does not grow, would be less than the er ... 14,000 fraudulent registrations from the latino community... which have gone to Biden... 
  [context] [user5390]: Should Trump win Pennsylvania, still a possibility, it may be worth looking at this... all it would take is a cross reference to claimed job length and tax payments 
  ",2024-04-08T14:52:36.278109Z,0,0,0,1,0,0,0,
1,['Loaded Language'],5788,33.001,"[main_tweet] [user5390]: The fact is that the American political system, of hanging chads and postal surges, not to mention fake media and polls that were out by 15%... is in a state of meltdown, drowning in all the legitimacy that Wall St can throw at it... 
 ",322929," [context] [user5390]: Let's talk about legitimacy or the lack of it... and leave for a while the shores of the Big Colonial Nation, for the tidings closer to home... 
  [context] [user5390]: First to Pakistan, where the army and its sycophantic newspaper, The Jang/ The News, got a shock... 
 ","[context] [user5390]: Should Trump win Pennsylvania, still a possibility, it may be worth looking at this... all it would take is a cross reference to claimed job length and tax payments 
  [context] [user5390]: Whether the lawsuits against postal ballots come to anything or not... and they may do, as a system that cannot be 100% verified, is a system that is not about 100% of voters... where's democracy, if you accept a little cheating or fraud potential and a margin of victory is that? 
  ",2024-02-29T15:36:31.563736Z,0,0,0,0,0,1,0,
1,['None of the above'],5789,35.831,"[main_tweet] [user5390]: Let's talk about legitimacy or the lack of it... and leave for a while the shores of the Big Colonial Nation, for the tidings closer to home... 
 ",261619," [context] [user5390]: First to Pakistan, where the army and its sycophantic newspaper, The Jang/ The News, got a shock... 
  [context] [user5390]: Convinced that everyone admires their use of tax money to create careers in security, without a single military victory to show for it... the army thought the resignation of a retired Lt-General from his cheeky second career in a political party would be sure to attract sympathy 
 ","[context] [user5390]: Whether the lawsuits against postal ballots come to anything or not... and they may do, as a system that cannot be 100% verified, is a system that is not about 100% of voters... where's democracy, if you accept a little cheating or fraud potential and a margin of victory is that? 
  [context] [user5390]: The fact is that the American political system, of hanging chads and postal surges, not to mention fake media and polls that were out by 15%... is in a state of meltdown, drowning in all the legitimacy that Wall St can throw at it... 
  ",2024-02-29T15:37:07.758533Z,0,0,0,0,0,0,1,
1,['Loaded Language'],5790,12.103,"[main_tweet] [user5390]: First to Pakistan, where the army and its sycophantic newspaper, The Jang/ The News, got a shock... 
 ",214101," [context] [user5390]: Convinced that everyone admires their use of tax money to create careers in security, without a single military victory to show for it... the army thought the resignation of a retired Lt-General from his cheeky second career in a political party would be sure to attract sympathy 
  [context] [user5390]: The News was full of 'blows' for the PML... 
 ","[context] [user5390]: The fact is that the American political system, of hanging chads and postal surges, not to mention fake media and polls that were out by 15%... is in a state of meltdown, drowning in all the legitimacy that Wall St can throw at it... 
  [context] [user5390]: Let's talk about legitimacy or the lack of it... and leave for a while the shores of the Big Colonial Nation, for the tidings closer to home... 
  ",2024-02-29T15:37:20.163768Z,0,0,0,0,0,1,0,
1,"['Loaded Language', 'Ad Hominem']",5791,122.137,"[main_tweet] [user5390]: Convinced that everyone admires their use of tax money to create careers in security, without a single military victory to show for it... the army thought the resignation of a retired Lt-General from his cheeky second career in a political party would be sure to attract sympathy 
 ",196465," [context] [user5390]: The News was full of 'blows' for the PML... 
  [context] [user5390]: 'PML-N suffers massive blows in Balochistan and Punjab Lt Gen (R) Abdul Qadir Baloch has announced to quit PML-N and convened meeting of his political group to draw future course of action' 
 ","[context] [user5390]: Let's talk about legitimacy or the lack of it... and leave for a while the shores of the Big Colonial Nation, for the tidings closer to home... 
  [context] [user5390]: First to Pakistan, where the army and its sycophantic newspaper, The Jang/ The News, got a shock... 
  ",2024-04-08T14:53:58.387065Z,1,0,0,0,0,1,0,
1,['None of the above'],5792,317.237,"[main_tweet] [user5390]: The News was full of 'blows' for the PML... 
 ",319546," [context] [user5390]: 'PML-N suffers massive blows in Balochistan and Punjab Lt Gen (R) Abdul Qadir Baloch has announced to quit PML-N and convened meeting of his political group to draw future course of action' 
 ","[context] [user5390]: First to Pakistan, where the army and its sycophantic newspaper, The Jang/ The News, got a shock... 
  [context] [user5390]: Convinced that everyone admires their use of tax money to create careers in security, without a single military victory to show for it... the army thought the resignation of a retired Lt-General from his cheeky second career in a political party would be sure to attract sympathy 
  ",2024-02-29T15:44:16.360849Z,0,0,0,0,0,0,1,
1,['None of the above'],5793,13.456,"[main_tweet] [user5390]: 'PML-N suffers massive blows in Balochistan and Punjab Lt Gen (R) Abdul Qadir Baloch has announced to quit PML-N and convened meeting of his political group to draw future course of action' 
 ",25035,,"[context] [user5390]: Convinced that everyone admires their use of tax money to create careers in security, without a single military victory to show for it... the army thought the resignation of a retired Lt-General from his cheeky second career in a political party would be sure to attract sympathy 
  [context] [user5390]: The News was full of 'blows' for the PML... 
  ",2024-02-29T15:44:30.182581Z,0,0,0,0,0,0,1,
1,['Appeal to Fear'],5794,2109.855,"[main_tweet] [user8624]: @user @user ... @user The similarity between the ideas engraved on the Georgia Guidestones & those espoused in the Earth Charter reflect the common origins of both. Earth Charter serves as the basis for the UN document known as Agenda 21/ Sustainable Development = Depopulation. 
 ",118718," [context] [user8624]: @user @user ... @user 😬😱🥺🙏MAKE PETITIONS! 
  [context] [user8624]: @user @user ... @user MAKE PETITIONS TODAY THANKS, HURRY UP. 
 ",,2024-04-08T14:54:36.415053Z,0,1,0,0,0,0,0,
1,['None of the above'],5795,15.755,"[main_tweet] [user8624]: @user @user ... @user Nestle, leave some water for the people & animals please. Sign all of these petitions thank you. They take too much! 
 ",135133," [context] [user8624]: @user @user ... @user Petitions helped win a 9 year battle in Oregon killing off Nestle's plans to start pumping there. Colorado needs your help now. Despite extreme chronic drought & heat waves Nestle wants to continue plundering Ruby Mountain Springs. 🪶 Sign to stop them. 
  [context] [user8624]: @user @user ... @user Nestle has sold all its bottling operations in Canada too. & Petitions helped stop this same thing in Oregon & Michigan.🥳🥳🥳 Thank you!!!😍 Let's help Colorado now. Stop Nestle from making huge profits by plundering the water supplies. Thank you!!! 
  [context] [user8624]: @user @user ... @user 😬😱🥺🙏MAKE PETITIONS! 
 ",,2024-02-29T16:32:20.736421Z,0,0,0,0,0,0,1,
1,['None of the above'],5796,71.817,"[main_tweet] [user8624]: @user @user ... @user 🥳Fantastic: D. Trump signed an executive order to 'protect marine life & the ocean'/ extend a moratorium on drilling in the eastern Gulf of Mexico & Atlantic to South Carolina. Trump also hinted at banning oil exploration in other Eastern Seaboard states. 
 ",120143," [context] [user8624]: @user @user ... @user 🪶Sign thanks. Conglomerates like Dairy Farmers of America & others in the cruel dairy industry don't want you to know the ugly truth about milk. It's senseless violence every day & brutal murder. Stop them & all of it. Thank you. 
  [context] [user8624]: @user @user ... @user Petitions helped win a 9 year battle in Oregon killing off Nestle's plans to start pumping there. Colorado needs your help now. Despite extreme chronic drought & heat waves Nestle wants to continue plundering Ruby Mountain Springs. 🪶 Sign to stop them. 
 ",,2024-02-29T16:33:32.851732Z,0,0,0,0,0,0,1,
1,['Loaded Language'],5797,52.939,"[main_tweet] [user8624]: @user @user ... @user 🪶Sign thanks. Conglomerates like Dairy Farmers of America & others in the cruel dairy industry don't want you to know the ugly truth about milk. It's senseless violence every day & brutal murder. Stop them & all of it. Thank you. 
 ",120144," [context] [user8624]: @user @user ... @user Petitions helped win a 9 year battle in Oregon killing off Nestle's plans to start pumping there. Colorado needs your help now. Despite extreme chronic drought & heat waves Nestle wants to continue plundering Ruby Mountain Springs. 🪶 Sign to stop them. 
  [context] [user8624]: @user @user ... @user Nestle has sold all its bottling operations in Canada too. & Petitions helped stop this same thing in Oregon & Michigan.🥳🥳🥳 Thank you!!!😍 Let's help Colorado now. Stop Nestle from making huge profits by plundering the water supplies. Thank you!!! 
 ","[context] [user8624]: @user @user ... @user 🥳Fantastic: D. Trump signed an executive order to 'protect marine life & the ocean'/ extend a moratorium on drilling in the eastern Gulf of Mexico & Atlantic to South Carolina. Trump also hinted at banning oil exploration in other Eastern Seaboard states. 
  ",2024-02-29T16:34:26.115372Z,0,0,0,0,0,1,0,
1,['None of the above'],5798,34.821,"[main_tweet] [user8624]: @user @user ... @user Petitions helped win a 9 year battle in Oregon killing off Nestle's plans to start pumping there. Colorado needs your help now. Despite extreme chronic drought & heat waves Nestle wants to continue plundering Ruby Mountain Springs. 🪶 Sign to stop them. 
 ",120135," [context] [user8624]: @user @user ... @user Nestle has sold all its bottling operations in Canada too. & Petitions helped stop this same thing in Oregon & Michigan.🥳🥳🥳 Thank you!!!😍 Let's help Colorado now. Stop Nestle from making huge profits by plundering the water supplies. Thank you!!! 
  [context] [user8624]: @user @user ... @user 😬😱🥺🙏MAKE PETITIONS! 
 ","[context] [user8624]: @user @user ... @user Nestle, leave some water for the people & animals please. Sign all of these petitions thank you. They take too much! 
  [context] [user8624]: @user @user ... @user 🥳Fantastic: D. Trump signed an executive order to 'protect marine life & the ocean'/ extend a moratorium on drilling in the eastern Gulf of Mexico & Atlantic to South Carolina. Trump also hinted at banning oil exploration in other Eastern Seaboard states. 
  [context] [user8624]: @user @user ... @user 🪶Sign thanks. Conglomerates like Dairy Farmers of America & others in the cruel dairy industry don't want you to know the ugly truth about milk. It's senseless violence every day & brutal murder. Stop them & all of it. Thank you. 
  ",2024-02-29T16:35:01.274551Z,0,0,0,0,0,0,1,
1,['None of the above'],5799,22.544,"[main_tweet] [user8624]: @user @user ... @user Nestle has sold all its bottling operations in Canada too. & Petitions helped stop this same thing in Oregon & Michigan.🥳🥳🥳 Thank you!!!😍 Let's help Colorado now. Stop Nestle from making huge profits by plundering the water supplies. Thank you!!! 
 ",120133," [context] [user140599]: Pope Francis says New World Order needs to happen now with United Nations in charge -Natural news 
  [context] [user8624]: @user @user ... @user 😬😱🥺🙏MAKE PETITIONS! 
  [context] [user8624]: @user @user ... @user MAKE PETITIONS TODAY THANKS, HURRY UP. 
 ","[context] [user8624]: @user @user ... @user Nestle, leave some water for the people & animals please. Sign all of these petitions thank you. They take too much! 
  [context] [user8624]: @user @user ... @user 🪶Sign thanks. Conglomerates like Dairy Farmers of America & others in the cruel dairy industry don't want you to know the ugly truth about milk. It's senseless violence every day & brutal murder. Stop them & all of it. Thank you. 
  [context] [user8624]: @user @user ... @user Petitions helped win a 9 year battle in Oregon killing off Nestle's plans to start pumping there. Colorado needs your help now. Despite extreme chronic drought & heat waves Nestle wants to continue plundering Ruby Mountain Springs. 🪶 Sign to stop them. 
  ",2024-02-29T16:35:24.133005Z,0,0,0,0,0,0,1,
1,['None of the above'],5800,15.89,"[main_tweet] [user140599]: Pope Francis says New World Order needs to happen now with United Nations in charge -Natural news 
 ",293596," [context] [user8624]: @user @user ... @user 😬😱🥺🙏MAKE PETITIONS! 
  [context] [user8624]: @user @user ... @user MAKE PETITIONS TODAY THANKS, HURRY UP. 
  [context] [user8624]: @user #InternationalDayofthegirlchild You are a terrible example for girls no offence. You are a slave/ puppet, unless you're evil but I hope you mean well? So you allow yourself to be used by Gates, Soros, one. org, the pope & ? They are all in the same cult?! 
  [context] [user8624]: @user UN document known as Sustainable Development = Depopulation? The kids (YOU!) get us all killed! We're all a threat to our environment so they say! UN is run by UNSC= Putin, Trump, Johnson, Jinping & Macron. (& elites in this 'cult') = global dictatorship! 
  [context] [user14775]: @user @user ... @user The WHO is a United Nations-run group. Based in Geneva Switzerland. The Rockefeller foundation are the ones who funded & helped aid in its start up. 
 ","[context] [user8624]: @user @user ... @user Nestle has sold all its bottling operations in Canada too. & Petitions helped stop this same thing in Oregon & Michigan.🥳🥳🥳 Thank you!!!😍 Let's help Colorado now. Stop Nestle from making huge profits by plundering the water supplies. Thank you!!! 
  ",2024-02-29T16:35:40.337971Z,0,0,0,0,0,0,1,
1,['None of the above'],5801,10.585,"[main_tweet] [user8624]: @user @user ... @user 😬😱🥺🙏MAKE PETITIONS! 
 ",120142," [context] [user596]: Today, on #InternationalDayoftheGirl let's celebrate the power of girls and lift up their voices. But let's also acknowledge and tackle all the injustices and challenges girls around the world still face due to gender inequalities. Then girls will change the world. (Me 8 yrs old) 
 ","[context] [user8624]: @user @user ... @user The similarity between the ideas engraved on the Georgia Guidestones & those espoused in the Earth Charter reflect the common origins of both. Earth Charter serves as the basis for the UN document known as Agenda 21/ Sustainable Development = Depopulation. 
  [context] [user8624]: @user @user ... @user Nestle, leave some water for the people & animals please. Sign all of these petitions thank you. They take too much! 
  [context] [user8624]: @user @user ... @user Petitions helped win a 9 year battle in Oregon killing off Nestle's plans to start pumping there. Colorado needs your help now. Despite extreme chronic drought & heat waves Nestle wants to continue plundering Ruby Mountain Springs. 🪶 Sign to stop them. 
  [context] [user8624]: @user @user ... @user Nestle has sold all its bottling operations in Canada too. & Petitions helped stop this same thing in Oregon & Michigan.🥳🥳🥳 Thank you!!!😍 Let's help Colorado now. Stop Nestle from making huge profits by plundering the water supplies. Thank you!!! 
  [context] [user140599]: Pope Francis says New World Order needs to happen now with United Nations in charge -Natural news 
  ",2024-02-29T16:35:51.207096Z,0,0,0,0,0,0,1,
1,['None of the above'],5802,17.701,"[main_tweet] [user596]: Today, on #InternationalDayoftheGirl let's celebrate the power of girls and lift up their voices. But let's also acknowledge and tackle all the injustices and challenges girls around the world still face due to gender inequalities. Then girls will change the world. (Me 8 yrs old) 
 ",340451," [context] [user8624]: @user #InternationalDayofthegirlchild You are a terrible example for girls no offence. You are a slave/ puppet, unless you're evil but I hope you mean well? So you allow yourself to be used by Gates, Soros, one. org, the pope & ? They are all in the same cult?! 
  [context] [user8624]: @user UN document known as Sustainable Development = Depopulation? The kids (YOU!) get us all killed! We're all a threat to our environment so they say! UN is run by UNSC= Putin, Trump, Johnson, Jinping & Macron. (& elites in this 'cult') = global dictatorship! 
 ","[context] [user8624]: @user @user ... @user 😬😱🥺🙏MAKE PETITIONS! 
  ",2024-02-29T16:36:09.219511Z,0,0,0,0,0,0,1,
1,['None of the above'],5803,4.286,"[main_tweet] [user8624]: @user @user ... @user MAKE PETITIONS TODAY THANKS, HURRY UP. 
 ",120131," [context] [user8624]: @user #InternationalDayofthegirlchild You are a terrible example for girls no offence. You are a slave/ puppet, unless you're evil but I hope you mean well? So you allow yourself to be used by Gates, Soros, one. org, the pope & ? They are all in the same cult?! 
 ","[context] [user8624]: @user @user ... @user The similarity between the ideas engraved on the Georgia Guidestones & those espoused in the Earth Charter reflect the common origins of both. Earth Charter serves as the basis for the UN document known as Agenda 21/ Sustainable Development = Depopulation. 
  [context] [user8624]: @user @user ... @user Nestle has sold all its bottling operations in Canada too. & Petitions helped stop this same thing in Oregon & Michigan.🥳🥳🥳 Thank you!!!😍 Let's help Colorado now. Stop Nestle from making huge profits by plundering the water supplies. Thank you!!! 
  [context] [user140599]: Pope Francis says New World Order needs to happen now with United Nations in charge -Natural news 
  [context] [user8624]: @user @user ... @user 😬😱🥺🙏MAKE PETITIONS! 
  ",2024-02-29T16:36:13.809835Z,0,0,0,0,0,0,1,
1,['Ad Hominem'],5804,61.194,"[main_tweet] [user8624]: @user #InternationalDayofthegirlchild You are a terrible example for girls no offence. You are a slave/ puppet, unless you're evil but I hope you mean well? So you allow yourself to be used by Gates, Soros, one. org, the pope & ? They are all in the same cult?! 
 ",69822," [context] [user8624]: @user UN document known as Sustainable Development = Depopulation? The kids (YOU!) get us all killed! We're all a threat to our environment so they say! UN is run by UNSC= Putin, Trump, Johnson, Jinping & Macron. (& elites in this 'cult') = global dictatorship! 
 ","[context] [user8624]: @user @user ... @user Nestle has sold all its bottling operations in Canada too. & Petitions helped stop this same thing in Oregon & Michigan.🥳🥳🥳 Thank you!!!😍 Let's help Colorado now. Stop Nestle from making huge profits by plundering the water supplies. Thank you!!! 
  [context] [user140599]: Pope Francis says New World Order needs to happen now with United Nations in charge -Natural news 
  [context] [user8624]: @user @user ... @user 😬😱🥺🙏MAKE PETITIONS! 
  [context] [user596]: Today, on #InternationalDayoftheGirl let's celebrate the power of girls and lift up their voices. But let's also acknowledge and tackle all the injustices and challenges girls around the world still face due to gender inequalities. Then girls will change the world. (Me 8 yrs old) 
  [context] [user8624]: @user @user ... @user MAKE PETITIONS TODAY THANKS, HURRY UP. 
  ",2024-02-29T16:37:15.341504Z,1,0,0,0,0,0,0,
1,['Appeal to Fear'],5805,111.218,"[main_tweet] [user8624]: @user UN document known as Sustainable Development = Depopulation? The kids (YOU!) get us all killed! We're all a threat to our environment so they say! UN is run by UNSC= Putin, Trump, Johnson, Jinping & Macron. (& elites in this 'cult') = global dictatorship! 
 ",69845," [context] [user14775]: @user @user ... @user The WHO is a United Nations-run group. Based in Geneva Switzerland. The Rockefeller foundation are the ones who funded & helped aid in its start up. 
 ","[context] [user140599]: Pope Francis says New World Order needs to happen now with United Nations in charge -Natural news 
  [context] [user8624]: @user @user ... @user 😬😱🥺🙏MAKE PETITIONS! 
  [context] [user596]: Today, on #InternationalDayoftheGirl let's celebrate the power of girls and lift up their voices. But let's also acknowledge and tackle all the injustices and challenges girls around the world still face due to gender inequalities. Then girls will change the world. (Me 8 yrs old) 
  [context] [user8624]: @user #InternationalDayofthegirlchild You are a terrible example for girls no offence. You are a slave/ puppet, unless you're evil but I hope you mean well? So you allow yourself to be used by Gates, Soros, one. org, the pope & ? They are all in the same cult?! 
  ",2024-02-29T16:39:06.909959Z,0,1,0,0,0,0,0,
1,['None of the above'],5806,14.605,"[main_tweet] [user14775]: @user @user ... @user The WHO is a United Nations-run group. Based in Geneva Switzerland. The Rockefeller foundation are the ones who funded & helped aid in its start up. 
 ",80826,,"[context] [user140599]: Pope Francis says New World Order needs to happen now with United Nations in charge -Natural news 
  [context] [user8624]: @user #InternationalDayofthegirlchild You are a terrible example for girls no offence. You are a slave/ puppet, unless you're evil but I hope you mean well? So you allow yourself to be used by Gates, Soros, one. org, the pope & ? They are all in the same cult?! 
  [context] [user8624]: @user UN document known as Sustainable Development = Depopulation? The kids (YOU!) get us all killed! We're all a threat to our environment so they say! UN is run by UNSC= Putin, Trump, Johnson, Jinping & Macron. (& elites in this 'cult') = global dictatorship! 
  ",2024-02-29T16:39:21.791829Z,0,0,0,0,0,0,1,
