new_id,previous_context,main_tweet,posterior_context
203360,," Doctor says take Ivermectin for covid: FDA says don't: But this drug is already approved for other uses, therefore at least for treating (severe) covid, doctor makes more sense. Less harm than good, since already approved. ",
336198,"[context] India has 4X the population of the USA. Yet they've had less than 1/3 of the covid deaths than the USA. And they didn't destroy their economy, nor did they pass $$TRILLIONS in stimulus bills. They were smart about the whole thing. They actually ""followed the science"".  ", This makes enormous good sense. It's truly unfortunate we did not do this in the US and Europe. It really makes zero sense that we didn't and don't have a home Covid kit. The world is learning that Ivermectin is a miracle drug against COVID. Why aren't we using it??? ,
293520,[context] @atrupar @ScottAdamsSays Dude...  ," Politifact is wrong too. They rate it ""mostly false"" while it is in fact COMPLETELY false because they misinterpret ""disinfectant"" to EXCLUDE light, when light was exactly the disinfectant Trump was discussing, in direct terms. ", [context] @ScottAdamsSays Is there any hard data regarding the anti parasite drug ivermectin being effective against Covid? 
185863,[context] Biotech company Moderna began dosing participants Monday in phase three of the clinical trial for its coronavirus vaccine candidate.  ," Beware the Moderna vaccine. Co-founder and chief scientific advisor to Moderna, Robert Langer applauded pedophile Jeffrey #Epstein for the ""tremendously good things he's done for the world"" Meanwhile, Langer is making millions from Covid vaccines. #NoThanks #Eugenics ",
124419,"[context] @davidfatunmbi Yes. I'm familiar with his research on Bitter Kola (Garcinia Kola), and how a compound from it stops the Ebola virus from replicating. For professional reasons, he had to proclaim that it was not a cure per se, but since viruses rely on rapid replication to overwhelm the immune..  "," @davidfatunmbi ..system, I concluded that steady consumption of Orogbo could halt ebola, since our immune system would easily overwhelm the few that enter our body, having been effectively sterilised by the Bitter Kola compound. Apparently, quinine and zinc sulphate combine to do the same to... "," [context] @davidfatunmbi ...the Corona virus. The quinine unlocks the cell wall of the virus, effectively making it porous enough for Zinc to enter and sterilise it. A good dose of vitamin C would probably boost the immune system enough to fight it. It's been suggested that a dosage of quinine, through.. "
104931,[context] @987_charles @Jay_Beecher @KingBobIIV Here we go Chris Witty talking.  , @SteveWoodrow6 @Jay_Beecher @KingBobIIV Hey if you can't find a place where lockdowns have managed to eradicate it do let us know , [context] @987_charles @Jay_Beecher @KingBobIIV Lock down never work the first time round. 
78968,[context] @Skywatcher1600 @ChristinaOkerh1 @glenlfuller @silveraa @KamVTV @realDonaldTrump So where is this imaginary link that's been posted at? Anybody seen it?  ," @KarenSm96080 @ChristinaOkerh1 @glenlfuller @silveraa @KamVTV @realDonaldTrump .... ok. here it is a FOURTH time. and heres a tip, try using your eyes when looking for something. it tends to help. ", [context] @Skywatcher1600 @ChristinaOkerh1 @glenlfuller @silveraa @KamVTV @realDonaldTrump 1. Let me explain it to you so even you can grasp it. The President used Lysol as an example for its germ & virus killing power. No where did he say use it. He was basically saying would it be possible for science to come up with a drug that could be injected or inhaled that 
271050,, Moderna reports that coronavirus vaccine found to be 94.5% effective via ForexLive #forex #fx ,
139565,[context] @robertscott661 @Trophy4toon Show me!  ," @latimeralder @robertscott661 Well Robert, in the US the states that didn't lockdown did no worse than the states that did. Have you looked at Sweden recently who never locked down or closed their schools. Their death rate is far better than the UK @james7074 "," [context] @Trophy4toon @latimeralder @robertscott661 @james7074 Stupid comment. Some states are vastly different to others. Maybe the states that locked down were the worst affected, and would have been much worse if they hadn't? Use common sense, not carefully selected data that back up your story. "
237885,, I wrote once again for @LRB about tetchy scientists and promising vaccine candidates. ," [context] Useful summary by @bealelab on @LRB on the 3 most promising vaccine candidates from Mt Sinai NY, Oxford-AZ and Moderna Boston. The next challenge - mass distribution and high population take up rate #VaccinesWork #COVID19 "
123681,[context] There is far more movement during this lockdown then there was in March. Therefore this lockdown will be much less effective at reducing virus levels in the community - if cases do fall they will fall much more slowly. The NHS is seriously at risk because of this.  ," @cyclingkev Taken from Facebook This morning (Sunday 10th Jan) we have had to tell another 11 day nursery staff and 25 children to not come into nursery, at Tops Day Nursery Queen Alexandra Hospital, because of a staff covid positive test. "," [context] @joannehardman7 @cyclingkev Keep it simple, prescribe drugs proven to work for covid19: 2 x Meta-analyses of #Ivermectin studies here and here Medics need to push MHRA exceptional use authorisation - urgently! "
102276,[context] The evidence is in: Ivermectin prevents Covid-19  [context] I strongly support establishing a Royal Commission into Australia's #COVID19 response. This has been a once-in-a-century crisis. We need to learn all the lessons we can to protect our nation in the future. What about it @ScottMorrisonMP? #auspol  , @Senator_Patrick @ScottMorrisonMP Yes let's do that. Also find out who are involved in stopping the use of drugs that would have stopped the virus months ago and saved all those lives. ,
300850,"[context] The price per dose of the Russian coronavirus vaccine Sputnik V will be much lower than that of the vaccines of US drug giants Pfizer and Moderna, said the Russian vaccine's official Twitter account on Sunday.  ", Russia #SputnikV covid vaccine is pricing much lower than US Pfizer and Moderna ,
175831,"[context] And more important part is they don't have organelles. No organelles, no new membrane to make new viruses. So #SARSCoV2 can ""infect"" a mature red blood cell, but it can't propagate the infection. Sort of. I know... I know... Fucking sort ofs.  ", And if you're curious why the hell do red blood cells even need proteases at all in the first place. Purification of a protease in red blood cells that degrades oxidatively damaged haemoglobin. ," [context] Yeah this paper was written in 1979, before I was even born. So trust me. Science matters. 😁 Protease activity in the human erythrocyte: localization to the cell membrane "
278677,," Never listen to what Trump said, or u will not be far from death ",
185757,, Better have a back up plan. Unluckily for South Africans their government has actually banned Ivermectin . , [context] @jorgensenmc1 #Ivermectin #COVID19 Various studies:  [context] @jorgensenmc1 One Pager of Trials: #Ivermectin #COVID19 
3494,," ""Every since the coronavirus started, the smell of Lysol and Clorox has turned me on"" -My Mom😂 #coronavirus #COVID19 #momquotes #clorox #lysol #bleach ",
266789,"[context] .@POTUS @JoeBiden never likes to be on time, apparently.  "," Meanwhile, on March 19, @POTUS @JoeBiden & @VP @KamalaHarris will travel to Atlanta as part of their ""Help is Here"" tour to promote the #AmericanRescuePlan. #COVID19 #COVIDrelief #COVIDvaccinations #vaccines #pandemic ", [context] He's late --- again. #AmericanRescuePlan #COVID19 #COVIDrelief #COVIDvaccinations #vaccines #pandemic 
16171,[context] I think I'm in an abusive relationship with my government.  ," #Ivermectin anti-viral/parasitic. More effective than #chloroquine 83% reduction in risk of dying of Covid! Saving lives in India, Egypt & Honduras etc etc Why R SAGE BLOCKING use as Covid19 treatment? NOT PROFITABLE ENOUGH! Meta-analysis by Dr Andrew Hill "," [context] The word most hated by the mass murderous, lethal injecting, treacherous ... BBC #Ivermectin "
259754,," LIVE UPDATES | India confirms over 30,000 new cases "," [context] UPDATE: Germany reports 10,824 new coronavirus cases #SputnikUpdates "
143213,"[context] @arilousa @Beargrowls1 @alfred_cabonena strange they contradict themselves, its safe for use in humans, and trials have ALREADY been done  ", @midkemia69 @arilousa @alfred_cabonena Creative tension and stimulated debate rocks. , [context] @Beargrowls1 @arilousa @alfred_cabonena analysis recently performed by an independent research consortium calculated the chances that ivermectin is ineffective in COVID-19 to be 1 in 67million 
346381,"[context] Tell your representatives, get #Ivermectin approved for COVID treatment: it is being safely used by millions of people; won a Nobel Prize; 100% effective; and stops the spread of COVID. We do not need worldwide experimental gene therapy.  ", US doctor pleading with the Senate to review his groups data on Ivermectin for treating Covid. He has been asking for months. No doubt this drug will likely get blocked now as it's available over the counter in many places. , [context] Why aren't people asking more questions? 
267519,[context] 📢 #StimulusConnect Speaker: Michael Gallant Michael is 28 years old and was born and raised in #PEI. Michael is a member of the SUNAR (Substance User Network of the Atlantic Region) and a casual user himself. #peipoli #COVID19 #covid19Canada 1/2 🧵  , Michael's preference would be #psychedelics as he likes the way they help him expand his mind in different ways. He loves sports and drinking too much beer.🍻 Thanks to Angele and Arthur from @PeersPei. #StimulusConnect partners: @CAPUDofficial @CSSDP @momsstoptheharm @AIDQ_ ," [context] The range of registrants for tomorrow's #StimulusConnect 🇨🇦Rural, Frontier and Isolated Canada are representing! ☑Sturgeon Lake, Saskatchewan ☑Selkirk and Eriksdale, Manitoba ☑Saint-Lazare and Chibougamau, Quebec ☑Terrace, Oliver, Dawson Creek and Oyama, BC 1/2🧵 "
84161,"[context] Last May, Peru was the envy of the world when its mortality rate from COVID-19 began to swiftly plummet. That's when #ivermectin use started nationwide. Then in December, IVM use was restricted under a new President. Now deaths have skyrocketed.  [context] I always have time for Al Sharpton and his lecture on the 45th BMF anniversary is spot on. @CathyMohlahlana, as always, being the best MC.  "," @MadiBoity @CathyMohlahlana The Covid-19 pandemic could be stopped but greed, power and profits take precedence over saving lives. Scientists and doctors are scavenging for research funding and hence the fervent support for vaccines without long term data on side effects... ",
114792,[context] @monarchdiaries @abledoc @NG20194 @VirusesImmunity @abledoc: everyone in this thread understands quite well what the Cre system is doing and the fact that it is artificial. This is basic molecular biology. The interesting thing about this report is simply the fact that ivermectin likely accumulates in T cells.  ," @__ice9 @abledoc @NG20194 @VirusesImmunity Yep. Some interesting biology underneath the effect. T cell IVM accumulation is one hypothesis. I don't favor it, but it makes a clear prediction (isolated T cells will have more IVM than other cell types eg B cells). If true: WTF? T cells don't look all that special really ", [context] @monarchdiaries @__ice9 @NG20194 @VirusesImmunity We need to factor in both direct and potential indirect effects via effects on sex hormones 
82880,, @LotusOak2 Zinc inhibits #coronavirus activity & blocking its replication. Dr. Anthony Carrillo confirmed #Hydroxychloroquine is a delivery vehicle of Zinc into the cells to block #COVID19. Watch & RT! #Covid , [context] @BrianGPowell @LotusOak2 Dear #bcpoli how many excuses can #bcndp make about why they are still using #remdesivir? known to trash ppl's organs since March when it was reported #hydroxychloroquine w Zinc works in a week and doesn't trash ppl's organs. Also look into #ivermectin 1 dose & 2 days = done! 
85897,, @MattHancock Will you attend the panel tonight to discuss the role of ivermectin in the treatment of Covid-19? Contact claire@e_bmc.co.uk if you wish to attend. ,
179672,, Arizona's hospitals are so full they're sending COVID patients to Las Vegas , [context] @LasVegasLocally Didn't orange man say this virus won't survive in the heat?!? 🤔🤔 
199712,, DJT YOU'RE AN ILLEGAL IMPEACHED LYING POTUS. You lost last 2 elections by >10M votes. You have not been able to show tangible proof of voter fraud. All fake act to keep conning your MAGATs out of money. Majority of Americans did not want you in 2016 or 2020. You're a lying CONMAN ,
359666,," When trump said sun, heat or any sot up bleach could kill the pandemic virus. Are they any concrete evidence or test given to which it cures an affected person. If sun could kill then while is it affecting Africans as well,the weather here is so hot, there's much sun. #COVID19 ",
339646,," Today @JoeBiden & I welcomed a new poetic partnership between our nations. To mark the occasion, here is a special recitation of one of the President's favorite poems by three gifted young Irish and American students: Brayden Harrington, Jessica Militante & Michael Tient. ", [context] @MichealMartinTD @RTENewsPaulC @JoeBiden Any update on #ivermectin for early treatment of covid19? 
281221,[context] After hearing presentation President Trump suggests irradiating people's bodies with UV light or injecting them with bleach or alcohol to deal with COVID19.  ," No, MAGAs, don't do it! We poor libs will be owned too hard if you do. Have mercy! ",
225057,," Here is a radical but not implausible suggestion . Bolsonaro may not be infected.. This is some perverse feint to show that this specious treatment works . Awful to imagine horrific instrumentality , but just saying .. "," [context] @VoiceOfFranky Are you and your commentators chauvinists? Ponder over two facts. 1. None of you are willing to look at studies or evidence from Asia, Africa, Latin Anerica. Even Portugal, Greece, and Russia. 2. 120 nations are using it without evidence of benefit? "
119869,"[context] @auscandoc @RogueRad @JHowardBrainMD I say this though I STILL get hate mail from an IM-skeptic thread from Dec but: unfair to lump IM w/ HCQ. HCQ:fishy studies repudiated by many convincing studies. IM:50 crappy promising studies &handful of crappy neg ones. If you buy the promise of IM, hard to see it not used.  "," @buzzhollandermd @RogueRad @JHowardBrainMD ""If you buy the promise of IM, hard to see it not used"" But that's the thing. You have to buy the promise. Like so many things in medicine: Biological plausibility ✅ In vitro evidence ✅ Outcome evidence ......... still waiting 1&2 mean 0 if you can't bring no 3 home. "," [context] @auscandoc @RogueRad @JHowardBrainMD I didn't buy the promise (hence the Hate from the IM mafia). But... I can allow that there is a big pile of intriguing evidence on its behalf, unfortunately from academically-disadvantaged places. I don't think you'd be a fool to think IM is effective, just an optimist. "
231163,, I am scared of getting #COVID19. But I'm TERRIFIED of having it (without knowing) and infecting and endangering a vulnerable person. ," [context] @karynmaughan Ask yourself why ""the government🙄"" has banned Ivermectin as treatment for covid. And raided a durban hospital and arrested a doctor there for dispensing Ivermectin to his patients. Tip: google Ivermectin. "
381348,[context] REDACTED: Why is Moderna Vaccine doc REDACTED like a Classified Military document? Why the HEAVY redaction of #OperationWarpSpeed doc about purchase & roll-out of 500 MILLION doses of RNA-modifying vaccine? Because it IS a military/CIA/DARPA operation  , 🔥Do we have a ModernaGate? What's going on with the Moderna COVID vaccine? 🔥👇🔥👇 ," [context] Inquiring minds surely want to know...  [context] @realDonaldTrump Yes, what's going on? Is Pfizer compromised or Moderna? What's the truth? "
312140,, Surely I've not woke up to a video of Trump suggesting injecting bleach into the bloodstream to fight covid? Like surely that's not actually happened? Fucking hell ,
192399,," California inmates received up to $1B in fraudulent unemployment aid, prosecutors say Wow...1B? C> ", [context] Biden's emerging climate orbit Election Becomes Star Wars Episode.... &MyImagionaryCircusWorldWins ? 
15334,"[context] #Czechia's cases surge to over 15,000 for the first time since the record 17,764 in the first week of January. #Covid19 infections have risen by another 25% compared to this time last week. 15,672 is today's total. 145 more deaths added to the total.  "," #Hungary is among the worst three European nations for #Covid19 growth right now, and no sign of an improvement yet. New cases today 2,855 which is 84% higher than last Wednesday. My prediction of well over 4,000 tomorrow looks almost certain now, and it could be nearer 5,000 "," [context] Six days ago #Lithuania was still pushing cases down. The Baltic state had been the most infected on the continent. But suddenly the recovery's gone into reverse. The 7-day rate is already up a third in those 6 days. 631 new cases of #Covid19, which is 68% above last Wednesday. "
217465,," GREAT NEWS to start your Monday!!!! Moderna vaccine showing 94.5% effectiveness, studied 30K volunteers. #vaccine #Moderna #COVID19 #coronavirus ",
219253,," Good enough. Let's go. J&J says its one-shot Covid vaccine is 72% effective in the U.S., but less potent in other regions "," [context] JNJ Vaccine: ""The level of protection against moderate to severe COVID-19 infection was 72% in the United States, 66% in Latin America and 57% in South Africa, 28 days post-vaccination."" CLEARLY the South Africa variant is trouble. And we ignore that at our peril. 1/ "
146022,[context] 4) I am followed by a lot of Bitcoininst/Covid denying cranks (in spite of the automatic blocking of eyes)... they got there via #Antifragile & of course they don't get the idea & are infuriated that I get to different conclusions on the topics.  , @nntaleb You dealt with followers who were angry over your honesty & integrity before when the IDW-clowns had followed you 2-3 years ago and they got mad when you proved that IQ was racist pseudoscience and they were all imbeciles , [context] 5) Happened before... Never let your audience make claims on you. This is not politics. 
17180,"[context] JUST IN: Moderna is slowing the enrollment for its Covid-19 vaccine trial slightly to ensure diversity, key to building trust and serving the communities at the highest risk for the virus.  "," #Moderna is slowing the enrollment for its #Covid_19 #vaccine trial slightly to ensure diversity, key to building trust and serving the communities at the highest risk for the virus. $MRNA #stocks ",
16500,[context] AfriForum approaches court to have #Ivermectin used to treat #Covid_19  [context] @afriforum approaches court to have #Ivermectin used to treat #COVID19 @ewnupdates  , #Ivermectin works No need for world-wide genetic engineering. No need for economy-destroying lock-downs. ,
63815,," @EidAzar You can not criticize and blame sick desperate people, with no hospitals, no system, do you have any alternative to offer than Ivermectin!? ", [context] @RayMrad @EidAzar Dr. @PierreKory's new scientific lecture on #Ivermectin includes all of the very latest news and data on the efficacy of IVM in the treatment of COVID-19. Irrefutable & lifesaving. #IvermectinWorks 
346931,," Unbelievable. You would have thought the Government Advisers, instead of telling us to wash hands would have actually investigated and recommended prevention ( with zinc and Vitamin D) and treatment with Ivermectin. This is an international scandal @DailyMailUK ",
136834,[context] @NightflyThe @giraffe31284042 @IrishTimesPol Vaccines generally eliminate transmission. That's why they work.  , @judi_sutherland @giraffe31284042 @IrishTimesPol You failed to show me proof of Covid19 transmission. This vaccine passport poses a risk. Generally is not acceptible Why not rapid testing instead? Not logical. Again. ," [context] @NightflyThe @giraffe31284042 @IrishTimesPol Sorry what? I am suggesting there is little or no Covid transmission post vaccination. It's too early yet to have much data, but the numbers coming in from Israel look promising. Once the majority of the population is vaccinated, levels of transmission will be very low. "
129775,," @flatcap1 @YorkusMarcus Ivermectin useful as Covid-19 treatment, local doctors say Buffalo News, February 2, 2021 ",
304951,, Shudda thought of that before you told people to inject bleach. @realDonaldTrump #coronavirus #TrumpIsNotADoctor ,
362574,[context] This is not a queue for a Covid vaccine This is a queue at a food bank today in the UK. #coronavirus #oxfordvaccine #Pfizer #Moderna #SputnikV h/t @DMinghella  , Why don't you report on this @BBCNews @SkyNews @itvnews @Channel4News @piersmorgan This is one of the real impacts of lockdown that you are not showing the wider public. Why not? ,
328251,"[context] Good Morning! Fabulous news out of AstraZeneca Report from US trial: regimen showed 79% efficacy against symptomatic disease 100% effective against hospitalizations, deaths This really is important for the world Why? Thread  "," Their press release is a bit skimpy on details We'll learn more when we see more data in Lancet or another journal soon Other key findings: 1. 80% efficacy in over 65! 2. No evidence of blood clots in the 22,000+ people who got the vaccine 3. Diverse group of participant 2/3 ", [context] @ashishkjha GOVERNMENT PROPAGANDA VACCINE DOES NOT PROTECT YOU CAN YOU STILL GET COVID #IVERMECTIN TREATS COVID PRESCRIPED BY YOUR GP YOU MUST GET TREATMENT DOCTORS PLEDGE OATH TO SAVE LIVES #NoMasks #NoLockdowns #NoVaccine #VaccineUnsafe  [context] @ashishkjha IVERMECTIN is a safe generic drug that saves lives against covid19. A top Yale doctor is doing just that: @Covid19Critical @mountainvmd 
270052,," Moderna announces their coronavirus vaccine is almost 95 percent effective. No cases of severe disease seen in vaccine recipients, 20 million doses available by the end of the year "," [context] Lots of good news.  [context] ""The United States could have two coronavirus vaccines available on a limited basis by year's end.""  [context] This is incredible news...let's go science! #VaccinesWork #COVID19 #pandemic #SARSCoV2 #moderna #sciencetwitter  [context] This certainly puts a bit of pep in the step today. Go science, GO!!!  [context] When my amazing & brilliant neighbor @TimLaheyMD retweets this news- it means there's something we can be hopeful for. I'm down with that. ❤🙏🏼🧪🦠  [context] I feel like we're in the bottom of the 9th of a no hitter and it's not yet ok to say ""things are looking up"" in case it jinxes everything but here's more optimistic news on the vaccine front. "
327837,"[context] Then after muttering 'imperio' to put the technician back under a control, he pointed the Elder wand at one of the test tubes containing a culture of Covid-2... The test tube lit up with a sparkly light, and when it had turned green and blue, Harry nodded to himself.  "," The virus from local fruit bats was now changed, and would adapt and target anyone whose health was a cheat... The theory was that bats were among the original mammals, like mice... in fact they are flying mice, and they make up a quarter of mammal species... ",
126838,"[context] Save lives, use Ivermectin. Ivermectin is safe and will help drastically reduce the incident of the serious disease. It is a wise and responsible thing to do for your people. #koolbeens  "," @drbeen_medical I think the issue with these generic drugs and giving them for COVID is the supply issue , as COVID is spreading across the World and people need treatment , others need HCQ and Ivermectin for other conditions so making sure there is enough for everyone can be an issue ",
119773,"[context] @Sean10080620 @IDSAInfo Being off patent doesn't stop Merck making it, selling it and profiting off it. Stop spreading dangerous bullshit.  ", @burnerstreaming @IDSAInfo Have you looked at the evidence on the links that I have provided , [context] @Sean10080620 @burnerstreaming @IDSAInfo He hasn't - just hypnotized by the controlled narrative Big Pharma scripted 
261210,," Let's do some math: Dr Tyson treats all symptomatic and hospitalizes 1 in 675. 9 million Americans have had symptomatic Covid. Had they followed the early hydroxychloroquine / Azithromycin / Zinc tri-therapy, ONLY 13,000 WOULD HAVE ENDED UP IN HOSPITAL. Just let that sink in. "," [context] US Hospitalizations:  with early hydroxychloroquine/Azithromycin/Zinc 13,000  actual number with no early treatment as per NIH recommendation 585,676 (  [context] Ivermectin now producing startling results. Thousands of lives lost because of medical malpractice .  [context] It appears more and more to have been grave medical malpractice to deny covid patients (except late stage) use of hcq/zinc/Z-pack and the same now goes for ivermectin "
71665,[context] @jjchamie @marybethpf @carlos_chaccour @StevePhillipsMD @danaparish I played with the numbers and concluded that 80 + 80 would get to statistical significance. Great minds can come to different results -- and so can we! 😁😆🤣 I'm sure you're right.  ," @Hoytster @marybethpf @carlos_chaccour @StevePhillipsMD @danaparish Have you tried 75? 😂 BTW, 24 is lame. "," [context] @jjchamie @marybethpf @carlos_chaccour @StevePhillipsMD @danaparish 75: p=.0518 77: p=.0488 I don't get N = 24. Spain had ~8000 new cases/day until a recent sharp drop to ~5000. The study is being done in Pamplona, Navarre, which has relatively new cases, compared to Spain as a whole. Still, it seems like the study should be able get a bigger N.  [context] @jjchamie @Hoytster @marybethpf @StevePhillipsMD @danaparish Lame is constantly attacking those working with actual COVID-19 patients while sitting on an arm chair analyzing with ecologic data. "
272999,," Moderna, one of the leading #COVID-19 vaccine developers, said it is preparing the release of its vaccine candidate. Do you think it will help end the pandemic? ",
5945,," ""Moderna says early data shows its vaccine is nearly 95% effective in preventing COVID-19"" And vaccine news is 100% effective at adding a trillion dollars of market cap to stock indexes. ",
12349,[context] Here are the presentations for today's #CDC #ACIP on $JNJ Janssen's #COVID19 vaccine #vaccines #pandemic  [context] Dr. Beth Bell opens #CDC #ACIP presentation by noting 1 year since CDC & #publichealth officials reported 1st #COVID19 death in U.S. [though likely other deaths occurred before then] $JNJ #vaccines  , #CDC #ACIP remains ongoing with lots of questions being asked now about $JNJ #COVID19 vaccine. ACIP vote expected at about 3pmET on recommendation. Here's the slides again: ," [context] A question that still hasn't been answered clearly by $JNJ or Gen. Perna ... Why was J&J behind on manufacturing doses, given all the U.S. taxpayer support the company got? #COVID19 #vaccines #CDC #ACIP "
258474,"[context] This is the kind of thing you have to put up with if you're a journalist investigating conspiracy theories like ""COVID is a hoax"". It's just unacceptable.  ", Just some insight into the online abuse I receive - and who sends it. Often these conversations can be productive. But sometimes not. Very lucky to have a brilliant editor who fights my corner! , [context] This is the kind of abuse I receive on a daily basis from a committed minority online - as well as threats mentioned in this piece. I absolutely love doing this job - and reporting on the human impact of viral disinformation is so important. But this comes with the territory. 
112514,"[context] Meet Chris Cuomo's wife Cristina...One of the most privileged liberal elitist ""wellness"" people on the planet  ", @WayneDupreeShow She is an idiot. Takes bleach water baths to fight covid-19. ,
191086,, COVID Vaccine Excitement Builds as Moderna Reports Positive Result via @sciam ,
51660,[context] @CNBC Would you get a vaccine from Trump (or an institution) associated w/Trump? After Trump got infected by COVID19 'and' got 'infected' by Trump's & GOP's own campaigns of COVID19 Weaponized Disinformation. Trump promoted Hydroxychloroquine. But after he became WH Ground Zero...  ," @CNBC ""...and infected his family, his orbit, his inner circle, WH staff & security details. Including appearing on @FoxNews for an interview 'knowing' earlier tests showed Trump was infected. Trump WAS NOT treated w/the drug. Trump promoted as a 'game changer...' ", [context] @CNBC @FoxNews Then before Pfizer & Moderna 'concluded' their findings & started testing a small sample...White House Blocks New Coronavirus Vaccine Guidelines By Sharon LaFraniere & Noah Welland @nytimes 10/5/20 8:00 PM And prior to that... 
282592,[context] Important  ," Noticed many people misinterpreting efficacy as effectiveness while talking or commenting around Pfizer/Moderna vaccines for Covid-19 Efficacy is basically the performance of a treatment under an ""ideal and controlled environment"" like clinical trials (1/4) ",
200889,," Dear sir @PMOIndia @narendramodi @CMofKarnataka @CDSCO_INDIA_INF azithromycin is recklessly being prescribed and also sold without prescription for every fever,cold and sore throat.Its dangerous as people neglect and come late for COVID testing.And there might be drug resistance ",
154111,[context] Asymptomatic carriers don't spread disease. Wow. That's just like other corona viruses. A study on infectivity of asymptomatic SARS-CoV-2 carriers  , @richardursomd the Lancet study was done last March Gusngdong And the virus has mutated became more virulent infective spike proteins D614G ," [context] @MariaelinorMd @richardursomd it is natural for virus to mutate. but to mutate in a severe form, is unlikely. as the stronger it gets, the less it will infect. as host dies faster. limiting transmission. "
165089,"[context] PEOPLE ARE SO DRAMATIC! President @realDonaldTrump was being #Sarcastic HE IS ONE OF THE SMARTEST PEOPLE IN THE WORLD. He would never to people to take Lysol, Drink Bleach & #disinfectant DUHH #DontDrinkBleach If you think he was serious then you might be drinking bleach!  ", @w_terrence @realDonaldTrump Except there are receipts. Revealed: leader of group peddling bleach as coronavirus 'cure' wrote to Trump this week ,
173221,," All this panic about #covid19 breaking out again across the world (because lockdowns only delay the inevitable) and yet our politicians STILL ban the use of #hydroxychloroquine and #Ivermectin. You know, the safe, cheap, easily available medications that actually work. 🤔 "," [context] Zinc Ionophores (HCQ, EGCG, Ivermectin, Quercetin, Quinine) help Zinc pass through the fatty acid cell wall Zinc in the cell shuts down the replication of the virus #ZelenkoProtocol #BorodyProtocol .  [context] The AMA ( American ) rescinded its ban on HCQ. Courts in Italy found no scientific basis for its banning. Well over a hundred peer reviewed Studies-and compelling anecdotal evidence-show high 90 percentile recovery with early, normal dose HCQ-with ionophore Zinc-&Azithromycin.  [context] @ellymelly how do you know  [context] Sometimes it almost seems as if many of the WANT outbreaks - as if, perhaps, to get an outcome that no-one in their right mind would ever agree to.  [context] The #covid19 vaccine won't help those that currently have covid19, why won't Trudeau liberals approve the use of medicine in Canada? #cdnpoli  [context] @ellymelly The main stream media are burying this. Call to action, Please Tweet: #NIH #CDC #FDA Please review data for #Ivermectin from FLCCC Alliance. Frontline COVID-19 Critical Care Alliance "
338733,"[context] Moreover while we can appreciate the red meat of cattle like gnu in Africa as it is our top food requirement, everyone wants beef steak, which food items come from Australia that we have an instinctive liking for? I'm not sure any of us crave for koala meat or kangaroo ribs...  "," Time and again, Western scientists show their stupidity... they are incapable of basic reasoning to exclude impossible ideas "," [context] Perhaps they want to place the origin of humans outside Africa? One of their silly earlier crazes was the so called Hamitic theory, which postulated that humans originated in the Caucasus mountain ranges... "
348090,, VIDEO: John Campbell reviews #Covid19 vaccine allergies and #Ivermectin Rx ,
